probeid,GB_ACC
TaAffx.56618.1.A1_at,CA647643
TaAffx.56621.1.S1_at,CA647592
TaAffx.56624.1.S1_at,CA647554
TaAffx.56625.1.S1_at,CA647545
TaAffx.56629.1.S1_at,CA647483
TaAffx.5663.1.S1_at,CA703368
TaAffx.56630.1.S1_at,CA647468
TaAffx.56631.1.S1_at,CA647452
TaAffx.56632.1.S1_at,CA647441
TaAffx.56634.1.S1_at,CA647407
TaAffx.56637.1.S1_at,CK215319
TaAffx.56638.1.S1_at,CA647334
TaAffx.56638.1.S1_s_at,CA647334
TaAffx.5664.1.S1_at,CA703360
TaAffx.56640.1.S1_at,BQ803221
TaAffx.56640.2.S1_at,CA647313
TaAffx.56641.1.A1_at,CK211332
TaAffx.56643.1.S1_at,CA647299
TaAffx.56644.1.S1_at,CA647291
TaAffx.56645.1.S1_at,CA647273
TaAffx.56647.1.S1_at,CA647265
TaAffx.56648.1.S1_at,CA647248
TaAffx.56649.1.S1_at,CA639578
TaAffx.56652.1.S1_at,CA647194
TaAffx.56654.1.S1_at,CA647174
TaAffx.56655.1.S1_at,CA647163
TaAffx.56656.1.S1_at,CA647144
TaAffx.56658.1.S1_at,CA647120
TaAffx.56659.1.S1_at,CA647105
TaAffx.56660.1.S1_at,CA647100
TaAffx.56667.1.S1_at,CA646977
TaAffx.5667.1.S1_at,CA703278
TaAffx.56670.1.S1_at,CA646952
TaAffx.56670.1.S1_x_at,CA646952
TaAffx.56673.1.S1_at,CA646906
TaAffx.56674.1.S1_at,CA646868
TaAffx.56675.1.S1_at,CA646867
TaAffx.56679.1.S1_at,CA646844
TaAffx.56682.1.S1_at,CA646761
TaAffx.56687.1.S1_at,CA646614
TaAffx.56692.1.S1_at,CA646511
TaAffx.56693.1.S1_at,CA646506
TaAffx.56694.1.S1_at,CA646482
TaAffx.56697.1.S1_at,CA646353
TaAffx.56698.1.S1_at,CA646352
TaAffx.5670.1.S1_at,BQ168029
TaAffx.5670.2.S1_s_at,CD889789
TaAffx.56701.1.S1_at,CA646223
TaAffx.56703.1.S1_at,CA646112
TaAffx.56715.1.S1_at,CA645908
TaAffx.56717.1.S1_x_at,CA645855
TaAffx.56718.1.S1_at,CA645831
TaAffx.56719.1.S1_s_at,CA605899
TaAffx.56719.2.S1_at,CA645815
TaAffx.56721.1.S1_at,CA645737
TaAffx.56723.1.A1_x_at,CA645697
TaAffx.56724.1.S1_at,BJ236242
TaAffx.56729.1.S1_at,CA645595
TaAffx.5673.1.S1_at,CA703082
TaAffx.56730.1.S1_at,CA645581
TaAffx.56732.1.S1_at,CA645513
TaAffx.56735.1.S1_at,CA645491
TaAffx.56737.1.S1_at,CA645462
TaAffx.56737.1.S1_x_at,CA645462
TaAffx.56742.1.S1_at,BJ296387
TaAffx.56743.1.S1_at,CA645298
TaAffx.56748.1.S1_at,CA645196
TaAffx.56749.1.A1_at,CA645194
TaAffx.56753.1.S1_at,CA645099
TaAffx.56754.1.S1_at,CA645079
TaAffx.56756.1.S1_at,CA645026
TaAffx.56757.1.S1_at,CA645021
TaAffx.56759.1.S1_at,CA645014
TaAffx.56760.1.S1_at,CA644985
TaAffx.56761.1.S1_at,CA644956
TaAffx.56762.1.S1_at,CA644935
TaAffx.56764.1.S1_at,CA644885
TaAffx.56765.1.S1_at,CA644884
TaAffx.56769.1.S1_at,CA644797
TaAffx.56769.1.S1_s_at,CA644797
TaAffx.56774.1.S1_at,CA644638
TaAffx.56776.1.S1_at,CA644521
TaAffx.56777.1.S1_at,CA644460
TaAffx.56779.1.S1_at,CA644425
TaAffx.5678.1.S1_at,CA702975
TaAffx.56780.1.S1_at,CA644423
TaAffx.56781.1.S1_at,CA644408
TaAffx.56784.1.S1_at,CA644395
TaAffx.56786.1.S1_at,CA644368
TaAffx.56787.1.S1_at,CA644289
TaAffx.5679.1.S1_at,CA702851
TaAffx.56790.1.S1_at,CA644275
TaAffx.56792.1.S1_at,CA644258
TaAffx.56793.1.S1_s_at,CA644190
TaAffx.56793.1.S1_x_at,CA644190
TaAffx.56796.1.S1_at,CA644172
TaAffx.56798.1.A1_at,CA644129
TaAffx.56798.2.S1_at,CA641543
TaAffx.56801.1.S1_at,CA644078
TaAffx.56803.1.S1_at,CA643961
TaAffx.56806.1.S1_at,CA643881
TaAffx.56808.1.S1_at,CA643813
TaAffx.56810.1.S1_at,CA643742
TaAffx.56812.1.S1_at,BJ219999
TaAffx.56812.2.S1_at,CA643716
TaAffx.56814.1.S1_at,CA643622
TaAffx.56819.1.S1_at,CA643443
TaAffx.5682.1.S1_at,CA702790
TaAffx.56820.1.S1_at,CA604666
TaAffx.56827.1.S1_at,CA643254
TaAffx.56827.1.S1_x_at,CA643254
TaAffx.56828.1.S1_at,CA643252
TaAffx.56830.1.S1_at,CA643199
TaAffx.56831.1.S1_at,CA643123
TaAffx.56833.1.S1_at,CA642992
TaAffx.56834.1.A1_at,CA642981
TaAffx.56838.1.S1_at,CA642919
TaAffx.56847.1.S1_at,CA642568
TaAffx.56849.1.S1_at,CA642563
TaAffx.56852.1.S1_at,CA642537
TaAffx.56853.2.S1_at,CA642536
TaAffx.56854.1.S1_at,CA642532
TaAffx.56856.1.S1_at,CA642501
TaAffx.56857.1.S1_at,CA642480
TaAffx.56859.1.S1_at,CA642445
TaAffx.56863.1.S1_x_at,CA642411
TaAffx.56867.1.S1_at,CA642289
TaAffx.56868.1.S1_at,CA642254
TaAffx.56869.1.S1_at,CA642215
TaAffx.5687.1.S1_at,CK211554
TaAffx.56871.1.S1_at,CA642142
TaAffx.56872.1.S1_at,CA642137
TaAffx.56874.1.S1_at,CA642079
TaAffx.56875.1.S1_at,CA642066
TaAffx.56876.1.S1_at,CA642059
TaAffx.56878.1.S1_at,CA641959
TaAffx.56880.1.S1_at,CA641911
TaAffx.56881.1.S1_at,CA641889
TaAffx.56883.1.S1_at,CA641870
TaAffx.56884.1.S1_at,CA641860
TaAffx.56885.1.S1_at,CA641842
TaAffx.56885.1.S1_x_at,CA641842
TaAffx.56886.1.S1_at,CA641818
TaAffx.56888.1.S1_at,CA641739
TaAffx.56890.1.S1_at,CA641645
TaAffx.56891.1.S1_at,CA641634
TaAffx.56892.1.S1_at,CA641607
TaAffx.56894.1.S1_at,CA641461
TaAffx.56895.1.S1_at,CA641451
TaAffx.56896.1.S1_at,CA641433
TaAffx.56901.1.S1_at,CA641154
TaAffx.56902.1.S1_at,CA641070
TaAffx.56903.1.S1_at,CA641011
TaAffx.56906.1.S1_at,CA640759
TaAffx.56907.1.S1_at,CA640756
TaAffx.56910.1.S1_at,CA640722
TaAffx.56911.1.S1_at,CA640644
TaAffx.56912.1.S1_at,CA640623
TaAffx.56916.1.S1_at,CA640569
TaAffx.56920.1.S1_s_at,CA640357
TaAffx.56922.1.S1_at,CA640292
TaAffx.56923.1.S1_at,CA640256
TaAffx.56924.1.S1_at,CA640253
TaAffx.56925.1.S1_at,CA640225
TaAffx.56927.1.S1_at,CA640133
TaAffx.56931.1.S1_at,CA640068
TaAffx.56932.1.S1_at,CA640026
TaAffx.56933.1.S1_at,CA639970
TaAffx.56934.1.S1_at,CA639960
TaAffx.56939.1.S1_at,CA639874
TaAffx.56940.1.S1_at,CA639869
TaAffx.56941.1.S1_at,CA639790
TaAffx.56944.1.S1_at,CA639703
TaAffx.56948.1.S1_at,CA639567
TaAffx.56954.1.S1_at,CA639412
TaAffx.56955.1.S1_at,CA639375
TaAffx.56956.1.S1_at,CA639372
TaAffx.56957.1.S1_at,CA639370
TaAffx.5696.1.S1_at,CA702207
TaAffx.56960.1.S1_at,CA639343
TaAffx.56961.1.S1_at,CA639331
TaAffx.56963.1.S1_at,CA639277
TaAffx.56965.1.S1_at,CA646972
TaAffx.56970.1.S1_at,CA639077
TaAffx.56977.1.S1_at,CA639041
TaAffx.56978.1.S1_at,CA639028
TaAffx.56978.2.S1_s_at,CA723303
TaAffx.56981.1.S1_at,CA639005
TaAffx.56982.1.S1_x_at,BG607248
TaAffx.56982.2.S1_at,CD897526
TaAffx.56982.3.S1_at,BJ273673
TaAffx.56982.4.S1_at,BG608319
TaAffx.56982.5.S1_at,CA601655
TaAffx.56982.7.S1_at,CA652803
TaAffx.56982.8.S1_at,CA648724
TaAffx.56983.1.S1_at,CA638986
TaAffx.56984.1.S1_at,CA638972
TaAffx.56985.1.S1_at,CA638915
TaAffx.56986.1.S1_at,CA638923
TaAffx.56987.1.S1_at,CA638904
TaAffx.56988.1.A1_at,CK215082
TaAffx.56989.1.S1_at,CA638804
TaAffx.5699.1.S1_at,CA702136
TaAffx.56991.1.S1_at,CA638740
TaAffx.56992.1.S1_at,CA638685
TaAffx.56993.1.S1_at,BJ218440
TaAffx.570.1.S1_at,BQ800945
TaAffx.5700.1.S1_at,CA702056
TaAffx.57002.1.S1_at,CA638505
TaAffx.57002.1.S1_x_at,CA638505
TaAffx.5701.1.S1_at,CA702043
TaAffx.57010.1.S1_at,CA638384
TaAffx.57011.1.S1_at,CA638371
TaAffx.57014.1.S1_at,CA638326
TaAffx.57016.1.S1_at,CA596538
TaAffx.5702.1.S1_at,CA702039
TaAffx.57020.1.S1_at,CA638151
TaAffx.57022.1.S1_at,CA638104
TaAffx.57023.1.S1_at,CA638103
TaAffx.57025.1.S1_at,CA638093
TaAffx.57026.1.S1_at,CA638089
TaAffx.57027.1.S1_at,CA638075
TaAffx.57029.1.S1_at,CA637962
TaAffx.57030.1.S1_at,CA637922
TaAffx.57032.1.S1_at,CA637915
TaAffx.57036.1.S1_at,CA637880
TaAffx.57037.1.S1_at,CA637847
TaAffx.57041.1.S1_at,CA637789
TaAffx.57044.1.S1_at,CA637731
TaAffx.57045.1.S1_at,CA637729
TaAffx.57046.1.S1_at,CA637724
TaAffx.57047.1.S1_at,CA637696
TaAffx.57048.1.S1_x_at,CA637693
TaAffx.57049.1.S1_x_at,CA637654
TaAffx.57051.1.S1_at,CA637628
TaAffx.57053.1.S1_at,CA637593
TaAffx.57056.1.S1_at,CA637570
TaAffx.57062.1.S1_at,CA637478
TaAffx.57068.1.S1_at,CA637371
TaAffx.57072.1.S1_at,CA637304
TaAffx.57074.1.S1_at,CA637160
TaAffx.57082.1.S1_at,CA637040
TaAffx.57087.1.S1_at,CA636868
TaAffx.57088.1.S1_at,CA636850
TaAffx.57090.1.S1_at,CN012965
TaAffx.57094.1.S1_at,CA636787
TaAffx.57097.1.S1_at,CA636743
TaAffx.57098.1.S1_at,CA636725
TaAffx.5710.1.S1_at,CA701453
TaAffx.57100.1.S1_at,CA636680
TaAffx.57101.1.S1_at,CA636670
TaAffx.57103.1.S1_at,CA636639
TaAffx.57110.1.S1_at,CA636532
TaAffx.57113.1.S1_at,CA636450
TaAffx.57119.1.S1_s_at,CA621053
TaAffx.57120.1.S1_x_at,CA636325
TaAffx.57122.1.S1_at,CA636322
TaAffx.57126.1.S1_at,CA636129
TaAffx.57127.1.S1_at,CA636127
TaAffx.57131.1.S1_at,CA635954
TaAffx.57132.1.S1_at,CA635926
TaAffx.57133.1.S1_at,CA635896
TaAffx.57134.1.S1_at,CA635886
TaAffx.57137.1.S1_at,CA635876
TaAffx.5714.1.S1_at,CA701285
TaAffx.57141.1.S1_at,CA635820
TaAffx.57143.1.S1_at,CA635810
TaAffx.57143.1.S1_x_at,CA635810
TaAffx.57146.1.S1_at,CA635761
TaAffx.57147.1.S1_at,CA635716
TaAffx.57150.1.S1_at,CA635630
TaAffx.57154.1.S1_at,CA635602
TaAffx.57156.1.S1_at,CA635581
TaAffx.57156.1.S1_x_at,CA635581
TaAffx.57160.1.S1_at,CA635395
TaAffx.57166.1.S1_at,CA635243
TaAffx.57167.1.S1_at,CA635238
TaAffx.57169.1.S1_at,CA635133
TaAffx.57171.1.S1_at,CA635131
TaAffx.57173.1.S1_at,CA635121
TaAffx.57177.1.S1_at,AJ609841
TaAffx.57177.2.S1_at,CA658348
TaAffx.57178.1.S1_at,CA635006
TaAffx.5718.1.S1_at,CA701119
TaAffx.57183.1.S1_at,CA634937
TaAffx.57188.1.S1_at,CA634905
TaAffx.5719.1.S1_at,CA701033
TaAffx.57191.1.S1_at,CA634803
TaAffx.57193.1.S1_at,CA634785
TaAffx.57198.1.S1_at,CA634708
TaAffx.57201.1.S1_at,CA634682
TaAffx.57206.1.S1_at,CA634619
TaAffx.57206.1.S1_x_at,CA634619
TaAffx.57207.1.S1_at,CA634605
TaAffx.57208.1.S1_at,CA634586
TaAffx.57209.1.S1_at,CA634580
TaAffx.57211.1.S1_at,CA634514
TaAffx.57212.1.S1_at,CA685517
TaAffx.57219.1.S1_at,CA717324
TaAffx.57221.1.S1_at,CA634368
TaAffx.57222.1.S1_at,CA634354
TaAffx.57230.1.S1_at,CA634193
TaAffx.57233.1.S1_at,CA634050
TaAffx.57234.1.S1_at,CA634031
TaAffx.57240.1.S1_at,CA633974
TaAffx.57241.1.S1_s_at,CA633947
TaAffx.57243.1.S1_at,CA633912
TaAffx.57250.1.A1_at,CA633772
TaAffx.57251.1.S1_x_at,CA633764
TaAffx.57252.1.S1_at,CA633756
TaAffx.57255.1.S1_at,CA633708
TaAffx.57258.1.S1_at,CA633608
TaAffx.5726.1.S1_at,CA700755
TaAffx.57260.1.S1_at,CA633530
TaAffx.57261.1.S1_at,CA633544
TaAffx.57263.1.S1_s_at,CD930219
TaAffx.57266.1.S1_at,CA633454
TaAffx.57270.1.S1_at,CA633339
TaAffx.57276.1.S1_at,CA633008
TaAffx.5728.1.S1_at,CA700696
TaAffx.57281.1.S1_at,CA632899
TaAffx.57282.1.S1_at,CA636669
TaAffx.57282.2.S1_at,CA629029
TaAffx.57282.2.S1_s_at,CA629029
TaAffx.57284.1.S1_at,CA632821
TaAffx.57286.1.S1_at,CA632739
TaAffx.57290.1.S1_at,CA632630
TaAffx.57292.1.S1_at,CA632581
TaAffx.57293.1.S1_at,CA632557
TaAffx.57296.1.S1_at,CA632500
TaAffx.57297.1.S1_at,CA632466
TaAffx.57298.1.S1_at,CA632403
TaAffx.57300.1.S1_at,CK214111
TaAffx.57305.1.S1_at,CA632267
TaAffx.57308.1.S1_at,CA632219
TaAffx.57309.1.S1_at,CA632208
TaAffx.57311.1.S1_at,CA632164
TaAffx.57312.1.S1_at,CA632121
TaAffx.57313.1.S1_at,CA632118
TaAffx.57315.1.S1_at,CA632012
TaAffx.57317.1.S1_at,CA631951
TaAffx.57321.1.S1_at,CA631874
TaAffx.57326.1.S1_at,CA631784
TaAffx.57331.1.S1_at,CA631553
TaAffx.57334.1.S1_at,CA631544
TaAffx.57337.1.S1_at,CA631511
TaAffx.57340.1.S1_at,CA631443
TaAffx.57346.1.S1_at,CA631099
TaAffx.57350.1.S1_at,CA631020
TaAffx.57351.1.S1_at,CA630951
TaAffx.57352.1.S1_at,CA630867
TaAffx.57352.1.S1_x_at,CA630867
TaAffx.5736.1.S1_at,CA700254
TaAffx.57363.1.S1_at,CA630621
TaAffx.57364.1.S1_at,CA630595
TaAffx.57364.1.S1_x_at,CA630595
TaAffx.57367.1.S1_at,CA630523
TaAffx.57370.1.S1_at,CA630453
TaAffx.57372.1.S1_at,CA630446
TaAffx.57374.1.S1_at,CA630420
TaAffx.57381.1.S1_at,CA630301
TaAffx.57382.1.S1_at,CA630295
TaAffx.57383.1.S1_at,CA630260
TaAffx.57385.1.S1_x_at,BJ220209
TaAffx.57385.2.A1_at,CK212041
TaAffx.57385.3.S1_at,CA630251
TaAffx.5739.1.S1_at,CA700230
TaAffx.5739.1.S1_x_at,CA700230
TaAffx.57391.1.S1_at,CA630072
TaAffx.57393.1.S1_at,CA630050
TaAffx.57395.1.S1_at,CA630026
TaAffx.57397.1.S1_at,CA629992
TaAffx.57405.1.S1_at,CA629834
TaAffx.57405.1.S1_x_at,CA629834
TaAffx.57408.1.S1_at,CA630676
TaAffx.57408.1.S1_s_at,CA630676
TaAffx.57410.1.S1_at,CA629775
TaAffx.57415.1.S1_at,CA629668
TaAffx.57416.1.S1_at,CA629654
TaAffx.57417.1.S1_at,CA629632
TaAffx.57418.1.S1_at,CA629617
TaAffx.5742.1.S1_at,CA700105
TaAffx.5742.1.S1_x_at,CA700105
TaAffx.57421.1.S1_at,CA629590
TaAffx.57422.1.S1_at,CA629575
TaAffx.57425.1.S1_at,CA629467
TaAffx.57427.1.S1_at,CA629410
TaAffx.57428.1.S1_at,CA601439
TaAffx.57428.2.S1_at,CA629393
TaAffx.57430.1.S1_at,CA629336
TaAffx.57437.1.S1_at,CA659488
TaAffx.57437.2.S1_at,CA629205
TaAffx.57441.1.S1_s_at,CA654690
TaAffx.57441.1.S1_x_at,CA654690
TaAffx.57444.1.S1_at,CA629086
TaAffx.57448.1.S1_at,CA629019
TaAffx.57448.1.S1_x_at,CA629019
TaAffx.57450.1.S1_at,CA628974
TaAffx.57451.1.S1_at,CA628962
TaAffx.57453.1.S1_at,CA662385
TaAffx.57470.1.S1_at,CA628613
TaAffx.57471.1.S1_at,CA628607
TaAffx.57475.1.S1_x_at,CA628517
TaAffx.57479.1.S1_at,BJ254008
TaAffx.5748.1.S1_at,CA699812
TaAffx.57480.1.S1_at,CA628413
TaAffx.57491.1.S1_x_at,CA628209
TaAffx.57499.1.S1_at,CA628039
TaAffx.57500.1.S1_at,CA627924
TaAffx.5751.1.S1_at,CA699741
TaAffx.57510.1.S1_at,CA627784
TaAffx.57512.1.S1_at,CA627748
TaAffx.57516.1.S1_at,CA627666
TaAffx.5752.1.S1_at,CA699716
TaAffx.57520.1.S1_at,CA627496
TaAffx.57520.1.S1_x_at,CA627496
TaAffx.57522.1.S1_at,CA627468
TaAffx.57522.2.S1_at,CA605427
TaAffx.57522.2.S1_x_at,CA605427
TaAffx.57525.1.S1_at,CA627453
TaAffx.57526.1.S1_at,CA627451
TaAffx.57528.1.S1_at,CA627431
TaAffx.57528.2.S1_at,CA623910
TaAffx.57530.1.S1_at,CA627367
TaAffx.57531.1.S1_at,CA627361
TaAffx.57532.1.S1_at,CA618962
TaAffx.57534.1.S1_at,CA627349
TaAffx.57536.1.S1_at,CA627341
TaAffx.57539.1.S1_at,CA627317
TaAffx.57540.1.S1_at,CA627313
TaAffx.57541.1.S1_at,CA627291
TaAffx.57544.1.S1_at,CA627264
TaAffx.57545.1.S1_at,CA627253
TaAffx.57546.1.S1_at,CA627239
TaAffx.57550.1.S1_at,CA627218
TaAffx.57553.1.S1_at,CA627205
TaAffx.57554.1.S1_at,CA627201
TaAffx.57555.1.S1_at,CA618738
TaAffx.57557.1.S1_at,CA627139
TaAffx.57558.1.S1_at,CA627128
TaAffx.57559.1.S1_at,CA627109
TaAffx.57561.1.S1_at,CA627082
TaAffx.57563.1.S1_at,CA627075
TaAffx.57566.1.S1_at,CA627020
TaAffx.5757.1.S1_at,CA699586
TaAffx.57571.1.S1_at,CA626944
TaAffx.57576.1.S1_at,CA626889
TaAffx.57577.1.S1_at,CA626866
TaAffx.57577.2.S1_at,CA617745
TaAffx.57577.2.S1_s_at,CA617745
TaAffx.57578.1.S1_at,CA626865
TaAffx.57579.1.S1_at,CA626864
TaAffx.57581.1.S1_at,CA626860
TaAffx.57585.1.S1_at,CA626794
TaAffx.57590.1.S1_at,CA626735
TaAffx.57593.1.S1_at,CA626712
TaAffx.57594.1.S1_at,CA626702
TaAffx.57598.1.S1_at,CA626683
TaAffx.57599.1.S1_at,CA619612
TaAffx.57600.1.S1_at,CA626678
TaAffx.57601.1.S1_at,CA626675
TaAffx.57603.1.S1_at,CA626650
TaAffx.57604.1.S1_at,CA626644
TaAffx.57604.1.S1_x_at,CA626644
TaAffx.5761.1.S1_at,CA699505
TaAffx.57610.1.S1_at,CA626575
TaAffx.57611.1.S1_at,CA626564
TaAffx.57612.1.S1_at,CA626563
TaAffx.57614.1.S1_at,CA626542
TaAffx.57615.1.S1_at,CA624844
TaAffx.57616.1.S1_at,CA626530
TaAffx.57618.1.S1_at,CD883056
TaAffx.57618.2.S1_at,CA621935
TaAffx.57618.2.S1_s_at,CA621935
TaAffx.57619.1.S1_at,CA626478
TaAffx.57622.1.S1_at,CA626455
TaAffx.57625.1.S1_at,CA626433
TaAffx.57626.1.S1_at,CA626432
TaAffx.57627.1.S1_at,CA626431
TaAffx.57631.1.S1_at,CA617385
TaAffx.57634.1.S1_s_at,CA622066
TaAffx.57634.2.S1_at,CA626397
TaAffx.57635.1.S1_at,CA626388
TaAffx.57636.1.S1_at,CA626386
TaAffx.57637.1.S1_at,CA626384
TaAffx.57638.1.S1_at,CA626369
TaAffx.57639.1.S1_at,CA626342
TaAffx.57646.1.S1_at,CA626311
TaAffx.57651.1.S1_at,CA626276
TaAffx.57652.1.S1_at,CA626274
TaAffx.57653.1.S1_at,CA626269
TaAffx.57657.1.S1_at,CA626240
TaAffx.5766.1.S1_at,CA699399
TaAffx.57661.1.S1_at,CA621511
TaAffx.57663.1.S1_at,CA626172
TaAffx.57667.1.S1_at,CA626142
TaAffx.57669.1.S1_at,CA626132
TaAffx.57673.1.S1_at,CA626112
TaAffx.57674.1.S1_at,CA626105
TaAffx.57679.1.S1_at,CA626043
TaAffx.57684.1.S1_at,CA626004
TaAffx.57685.1.S1_at,CA621422
TaAffx.57689.1.S1_at,CA625965
TaAffx.5769.1.S1_at,CA699293
TaAffx.57691.1.S1_at,CA625929
TaAffx.57693.1.S1_x_at,CA625905
TaAffx.57695.1.S1_at,CA625875
TaAffx.57696.1.S1_at,CA619822
TaAffx.57699.1.S1_at,CA625849
TaAffx.5770.1.S1_at,CA699260
TaAffx.57702.1.S1_at,CA625799
TaAffx.57703.1.S1_at,CA625794
TaAffx.57705.1.S1_at,CA625788
TaAffx.57706.1.S1_at,CA625782
TaAffx.57710.1.S1_at,CA625738
TaAffx.57711.1.S1_at,CA625731
TaAffx.57711.1.S1_x_at,CA625731
TaAffx.57713.1.S1_at,CA625705
TaAffx.57715.1.S1_at,CA625695
TaAffx.57718.1.S1_at,CA625650
TaAffx.57720.1.S1_at,CA625617
TaAffx.57722.1.S1_at,CA625600
TaAffx.5773.1.S1_at,CA699192
TaAffx.57730.1.S1_at,CA625518
TaAffx.57732.1.S1_at,CA625508
TaAffx.57733.1.S1_at,CA625507
TaAffx.57737.1.S1_at,CA627449
TaAffx.57737.1.S1_x_at,CA627449
TaAffx.57738.1.S1_at,CA625491
TaAffx.57740.1.S1_at,CA625481
TaAffx.57741.1.S1_at,CA625473
TaAffx.57742.1.S1_at,CA625456
TaAffx.57744.1.S1_at,CA625429
TaAffx.57748.1.S1_at,CA625381
TaAffx.57750.1.S1_at,CA625374
TaAffx.57751.1.S1_at,CA625360
TaAffx.57752.1.S1_at,CA625358
TaAffx.57758.1.S1_at,CA625328
TaAffx.57759.1.S1_at,CA625326
TaAffx.57760.1.S1_at,CA625297
TaAffx.57761.1.S1_at,CA625294
TaAffx.57762.1.S1_at,CA625293
TaAffx.57764.1.S1_at,CA625262
TaAffx.57765.1.S1_at,CA625260
TaAffx.57768.1.S1_at,CA625247
TaAffx.57770.1.S1_at,CA625243
TaAffx.57776.1.S1_at,CA625196
TaAffx.57777.1.S1_at,CA625183
TaAffx.57778.1.S1_at,CA625177
TaAffx.57779.1.S1_at,CA625169
TaAffx.57781.1.S1_at,CA625167
TaAffx.57783.1.S1_at,CA625159
TaAffx.57784.1.S1_at,CA617332
TaAffx.57788.1.S1_at,CA627016
TaAffx.57789.1.S1_at,CA625110
TaAffx.5779.1.S1_at,BJ307256
TaAffx.5779.2.S1_at,BJ209314
TaAffx.5779.3.S1_at,CA621188
TaAffx.5779.3.S1_x_at,CA621188
TaAffx.5779.4.S1_at,CA687409
TaAffx.5779.5.S1_s_at,CA729656
TaAffx.5779.5.S1_x_at,CA729656
TaAffx.57791.1.S1_at,CA625100
TaAffx.57792.1.S1_at,CA625098
TaAffx.57796.1.S1_at,CA625063
TaAffx.57798.1.S1_at,CA625055
TaAffx.57799.1.S1_at,CA625052
TaAffx.5780.1.S1_at,CA698788
TaAffx.57801.2.S1_at,CA618203
TaAffx.57802.1.S1_at,CA625034
TaAffx.57803.1.S1_at,CA625027
TaAffx.57805.1.S1_at,CA624997
TaAffx.57807.1.S1_at,CA624969
TaAffx.57808.1.S1_at,CA624953
TaAffx.57809.1.S1_at,CA624902
TaAffx.57815.1.S1_at,CA624852
TaAffx.57817.1.S1_at,CA624811
TaAffx.57820.1.S1_at,CA624776
TaAffx.57821.1.S1_s_at,CA624759
TaAffx.57822.1.S1_at,CA624756
TaAffx.57823.1.S1_at,CA624752
TaAffx.57824.1.S1_at,CA624751
TaAffx.57826.1.S1_at,CA624728
TaAffx.57827.1.S1_at,CA624723
TaAffx.57829.1.S1_at,CA624714
TaAffx.57833.1.S1_at,CA624686
TaAffx.57835.1.S1_at,CA624671
TaAffx.57836.1.S1_at,CA635519
TaAffx.57838.1.S1_at,CA624658
TaAffx.5784.1.S1_at,CA698741
TaAffx.57840.1.S1_at,CA624654
TaAffx.57840.1.S1_x_at,CA624654
TaAffx.57842.1.S1_at,CA624600
TaAffx.57843.1.S1_at,CA624594
TaAffx.57845.1.S1_at,CA624571
TaAffx.57846.1.S1_at,CA624562
TaAffx.57847.1.S1_at,CA624560
TaAffx.57849.1.S1_at,CA624552
TaAffx.57853.1.S1_at,CA624528
TaAffx.57856.1.S1_at,CA624496
TaAffx.5786.1.S1_at,CA698691
TaAffx.57860.1.S1_at,CA624466
TaAffx.57863.1.S1_at,CA624430
TaAffx.57864.1.S1_at,CA624427
TaAffx.57865.1.S1_at,CA624424
TaAffx.57866.1.S1_at,CA624422
TaAffx.57868.1.S1_at,CA624388
TaAffx.57869.1.S1_s_at,CA624383
TaAffx.57870.1.S1_at,CA624357
TaAffx.57872.1.S1_at,CA624331
TaAffx.57873.1.S1_x_at,CA624322
TaAffx.57876.1.S1_at,CA624301
TaAffx.57877.1.S1_at,CA624292
TaAffx.57880.1.S1_at,CA624271
TaAffx.57881.1.S1_at,CA624262
TaAffx.57882.1.S1_at,CA624261
TaAffx.5789.1.S1_at,CA698586
TaAffx.57890.1.S1_at,CA624195
TaAffx.57891.1.S1_at,CA624190
TaAffx.57894.1.S1_at,CA624179
TaAffx.57895.1.S1_at,CA624174
TaAffx.57896.1.S1_at,CA624149
TaAffx.57898.1.S1_at,CA624141
TaAffx.57899.1.S1_at,CA623314
TaAffx.5790.1.S1_at,CA698579
TaAffx.57900.1.S1_at,CA624106
TaAffx.57901.1.S1_at,CA624077
TaAffx.57902.1.S1_at,CA624064
TaAffx.57905.1.S1_at,CA624041
TaAffx.57907.1.S1_at,CA624030
TaAffx.57908.1.S1_at,CA624027
TaAffx.57909.1.S1_at,CA624021
TaAffx.5791.1.S1_at,CA698569
TaAffx.57910.1.S1_at,CA624014
TaAffx.57911.1.S1_at,CA624011
TaAffx.57911.2.S1_at,CA624400
TaAffx.57918.1.S1_at,CA623899
TaAffx.57920.1.S1_at,CA644428
TaAffx.57920.2.S1_s_at,BJ223787
TaAffx.57920.3.S1_at,CA612131
TaAffx.57923.1.S1_at,CA623850
TaAffx.57924.1.S1_at,CA623827
TaAffx.57925.1.S1_at,CA623826
TaAffx.57927.1.S1_at,CA623817
TaAffx.57930.1.S1_at,CA623784
TaAffx.57934.1.S1_at,CA623752
TaAffx.57935.1.S1_at,CA623742
TaAffx.57936.1.S1_at,CA623741
TaAffx.57937.1.S1_at,CA623739
TaAffx.57938.1.S1_at,CA621135
TaAffx.5794.1.S1_at,CA610337
TaAffx.57940.1.S1_at,CA620233
TaAffx.57940.1.S1_x_at,CA620233
TaAffx.57940.2.S1_at,CA623700
TaAffx.57941.1.S1_at,CA623682
TaAffx.57942.1.S1_at,CA623678
TaAffx.57943.1.S1_at,CA623677
TaAffx.57944.1.S1_at,CA623664
TaAffx.57946.1.S1_at,CA623656
TaAffx.57947.1.S1_at,CA623652
